Tipología cliente	Nombre cliente	cli_rao	Dirección Cliente	Ciudad/poblacion	ZIP	Tipología cliente ok
VARIOS	GIOVANNI ALESSANDRO PORQUEDDU	RESTAURANT EL BITXO ITALIÀ	000  - RESTAURANT EL BITXO ITALIÀ - PLAÇA DON MIQUEL DE CLARIANA, 4 BXS - VIC	VIC	08500	PIZZERIA/RESTAURANTE
VARIOS	GIANCARLO ZANARDI	BAR TRATTORIA BORONAT	000  - BAR TRATTORIA BORONAT - CARRER DE ROC BORONAT, 7/9 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	CIMIGI, S.L.	LA BALMESINA	000  - LA BALMESINA - C/ BALMES, 193 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	SANDRO MAMINO	OSTERIA DEL LAB	000  - OSTERIA DEL LAB - C/ COMTE, 12 - Tarragona	Tarragona	43001	PIZZERIA/RESTAURANTE
VARIOS	PIZZALABOTA, S.L.	PIZZERIA LA BOTA	000  - PIZZERIA LA BOTA - AV. CAN DELAIRE, 17 - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	PLATONDO, S.L.	BUON APPETITO	000  - BUON APPETITO - AVINGUDA MARQUÈS D'ARGENTERA, 19 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	LE CUCINE MANDAROSSO, S.L.	MANDAROSSO	000  - MANDAROSSO - CARRER VERDAGUER I CALLIS, 4 BAIXOS - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	ZAGO IKER	ROAST CLUB CAFE	000  - ROAST CLUB CAFE - CARRER VALENCIA, 188 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	JOSEP RAMON CASES FRANCO	SUCRE I DISSENY	000  - SUCRE I DISSENY - AVDA. CATALUNYA, 173 BAIXOS - Lleida	Lleida	25001	PIZZERIA/RESTAURANTE
VARIOS	25100 BRESCIA, S.L.	BAR SANT GOT	000  - BAR SANT GOT - CARRER VILA I VILA, 48 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	MANGIA SANO MANGIA ITALIANO, S.L.	OSTERIA	000  - OSTERIA - CARRER MUNTANER, 113 LOCAL 1 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	EMANUELE DE ANGELIS	BAR IL BIRRINO	000  - BAR IL BIRRINO - CARRER D'ALI BEI, 123 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	GIANLUCA GASPARRI	PIZZERIA MAGNA ROMA	000  - PIZZERIA MAGNA ROMA - CARRER DE CÓRSEGA, 47 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	PIZZEANDO, S.C.P.	PIZZEANDO	000  - PIZZEANDO - CARRER ART, 4 LOCAL 2 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	GASTRODUO S.C.P.	PIZZA EXPRESS	000  - PIZZA EXPRESS - C/ PONENT, 1 LOCAL 3 - VILA-SECA	VILA-SECA	43480	PIZZERIA/RESTAURANTE
VARIOS	PIZZERIA L'ANTICA ROMAGNA,S.L.	PIZZERIA ITALIANA	000  - PIZZERIA ITALIANA - PASSEIG MONTSERRAT DOMENECH, 1 - MARTORELL	MARTORELL	08760	PIZZERIA/RESTAURANTE
VARIOS	DELL'ORTO GIUSEPPE	BEPPE'S PIZZA	000  - BEPPE'S PIZZA - CARRER PRINCIPE DE BERGARA, 49 - Badalona	Badalona	08390	PIZZERIA/RESTAURANTE
VARIOS	DOMÍNGUEZ E. LONGO, S.L.	TABERNA FOXOS	000  - TABERNA FOXOS - CTRA. MARTORELL, 17 - SANT ANDREU DE LA BARCA	Sant Andreu de la Barca	08740	PIZZERIA/RESTAURANTE
VARIOS	MARAJUARA, S.L.	AMUNI RESTAURANT	000  - AMUNI RESTAURANT - AVDA. 1 DE MAIG, 8 - CASTELLDEFELS	CASTELLDEFELS	08860	PIZZERIA/RESTAURANTE
VARIOS	ESCENARIO MARINO, S.L.	CAN SARDI	000  - CAN SARDI - CARRER PEPE RUBIANES, 25 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	DANIELE CORIA	RISTORANTE PIAZZA GRANDE	000  - RISTORANTE PIAZZA GRANDE - PLAÇA JULIO GONZALEZ, 10 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	TANO E PALO, S.L.	PICCOLA ITALIA	000  - PICCOLA ITALIA - CARRER MOSSÈN AMADEU OLLER, 34 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	LASCALA MARIA PIA	GOURMET ITALIA	000  - GOURMET ITALIA - MERCAT LESSEPS PARADA 54-55 - Barcelona	Barcelona	08006	TIENDA
VARIOS	MASSIMO LALLAI	LIGHT	000  - LIGHT - CARRER DELS ENAMORATS, 29 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	JOSEP M. VILADOT ROIG	TONY'S PIZZA	000  - TONY'S PIZZA - AVDA. CARDENAL TARANCON BAIXOS, 3 - SOLSONA	SOLSONA	25280	PIZZERIA/RESTAURANTE
VARIOS	GOUTNESS, S.L.	GOUTNESS, S.L.	000  - GOUTNESS, S.L. - AV. DE LA PINEDA, 76 - CASTELLDEFELS	CASTELLDEFELS	08860	DISTRIBUIDOR
VARIOS	CREPNOVA  FLEMING 15, S.L.	CREP NOVA (MUNTANER)	000  - CREP NOVA (MUNTANER) - CARRER MUNTANER  244 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	FRANCESCO CALDAROZZI	BUONO	000  - BUONO - CALLE SAN MIGUEL, 2 - Almería	Almería	04001	PIZZERIA/RESTAURANTE
VARIOS	G.G. TAURA 2017, S.L.	PIZZA TAURA VILA SECA	000  - PIZZA TAURA VILA SECA - C/ 11 DE SETEMBRE, 34 - VILA-SECA	VILA-SECA	43480	PIZZERIA/RESTAURANTE
VARIOS	CREPNOVA FLEMING 15, S.L.	CREP NOVA (FLEMING)	000  - CREP NOVA (FLEMING) - CARRER DR. FLEMING, 15 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	CRECP FAER, S.L.	CREP NOVA BONANOVA 12	000  - CREP NOVA BONANOVA 12 - PASSEIG BONANOVA, 12 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	OTTANTAFAME, S.L.	OFAME	000  - OFAME - CARRER DE GRÀCIA, 65 - Sabadell	Sabadell	08205	PIZZERIA/RESTAURANTE
VARIOS	COMELLAS CASANOVAS FRANCESC	FRANCESC COMELLAS CASANOVAS	000  - FRANCESC COMELLAS CASANOVAS - PLAÇA DOCTOR ROBERT, 10 - SANT FELIU DE CODINES	SANT FELIU DE CODINES	08182	PIZZERIA/RESTAURANTE
VARIOS	TAGLIASECO, S.L.	ACQUA & FARINA	000  - ACQUA & FARINA - C/ MAQUINISTA, 52 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	DI MONACO DANILO	BELL E BUON	000  - BELL E BUON - TRAVESSERA DE GRACIA, 441 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	COLOM BAUTISTA  ALEXANDRA	CAPOTE'S TAGLIO E VERMUT	000  - CAPOTE'S TAGLIO E VERMUT - CARRER TORRENT DE LA BOMBA, 36 - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	JAIPECA, S.L.	TECA SABAT	000  - TECA SABAT - RAMBLA DE RIBATALLADA, 26 - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	OSTERIA NUMERO UNO , S.C.C.L.	OSTERIA DEL MARE	000  - OSTERIA DEL MARE - MARINA TARRACO  MOLL LLEVANT, LOC 1 - Tarragona	Tarragona	43001	PIZZERIA/RESTAURANTE
VARIOS	ZABUSSI ITALIA, S.L.	BAR MA LA VITA, S.L.	000  - BAR MA LA VITA, S.L. - CARRER SANT LLORENÇ, 12 - Reus	Reus	43202	PIZZERIA/RESTAURANTE
VARIOS	OMOTENASHI HAMA, S.L.	SABATIC RESTAURANT	000  - SABATIC RESTAURANT - PLAÇA PEP VENTURA, 6 - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	SERIOL GARCÍA ELISABETH	PIZZERIA MEDITERRANEA	000  - PIZZERIA MEDITERRANEA - CARRER MAJOR,  40-42 - CALDES DE MONTBUI	CALDES DE MONTBUI	08140	PIZZERIA/RESTAURANTE
VARIOS	CASTERNADO PUJADA  FRANCISCO	SABOR GASTRONÒMIC	000  - SABOR GASTRONÒMIC - PASSATGE D'ARGULLÓS, 2 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	RONDES TELEFERIC, S.L.	TELEFERIC RESTAURANT	000  - TELEFERIC RESTAURANT - CARRER ELIES ROGENT, PT BLANCA - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	MASCALZONE, S.L.U	LA LOCANDA SARDINA	000  - LA LOCANDA SARDINA - PASSEIG MARÍTIM, 29 - ROSES	ROSES	17480	PIZZERIA/RESTAURANTE
VARIOS	MARGHERITA LOUNGE S.L.	RESTAURANTE MARGHERITA	000  - RESTAURANTE MARGHERITA - CARRER ROSSELLÓ, 253 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	CONSONNI ANDREA	 CONSONNI ANDREA	000  - CONSONNI ANDREA - PASSEIG SEVILLA, 45 - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	MARINI WALTER	BRO'S BAR	000  - BRO'S BAR - PLAÇA DE VICENÇ MARTORELL, 2 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	PRONTO COOOFE, S.L.	COOOFE BAR	000  - COOOFE BAR - CARRER COMTE URGELL, 52 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	BENDITA MASA, S.L.	BASILICO	000  - BASILICO - PASSEIG SANT JOAN BOSCO, 51 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	SLOW PIZZA S.L.	MAXIMUS PIZZERIA	000  - MAXIMUS PIZZERIA - C/ SANT ANTONI MARIA CLARET, 15 - Sabadell	Sabadell	08205	PIZZERIA/RESTAURANTE
VARIOS	URBAN CITY PIZZA, S.L.	ALAIN PIZZA	000  - ALAIN PIZZA - CARRER PROVENÇA, 548 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	GONZALEZ OLLER JULIO	TRE LAGHI	000  - TRE LAGHI - PLAÇA ONZE DE SETEMBRE - SANT ANDREU DE LA BARCA	Sant Andreu de la Barca	08740	PIZZERIA/RESTAURANTE
VARIOS	PACINI EMANUELE	CA L'ITALIA	000  - CA L'ITALIA - AVDA, CAP DE CAVALLERIA, 25 A - Maó	Maó	07700	TIENDA
VARIOS	LA PALA, S.L.	LA PALA BOQUERIA	000  - LA PALA BOQUERIA - CARRER HOSPITAL, 34 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	NAUTILUS PRODUCCIONES S.L.	PIZZERIA DA TULLIO	000  - PIZZERIA DA TULLIO - C/ JUAN MOLINS PARERA, 56 - PALLEJA	PALLEJA	08780	PIZZERIA/RESTAURANTE
VARIOS	NABUCCO TIRAMISU, S.L.	NABUCCO OBRADOR	000  - NABUCCO OBRADOR - CARRER TORDERA, 11 - Barcelona	Barcelona	08006	OBRADOR
VARIOS	DIRHOUSSI ZEMMOURI KAOUTAR	PIZZERIA SAN MARINO	000  - PIZZERIA SAN MARINO - PASSEIG MARITIM, 5 - Badalona	Badalona	08390	PIZZERIA/RESTAURANTE
VARIOS	GALA Y LEONE, S.L.	BOHO BAR	000  - BOHO BAR - AVINGUDA JOSEP TARRADELLAS, 60 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	MARZIALI LUCA	SANGIORGIO	000  - SANGIORGIO - C/ JOAQUIM COSTA, 25 BAIXOS 1 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	VESPIZZA GASTRONOMIA, S.L.	LA VESPA 50	000  - LA VESPA 50 - CALLE CERVANTES, 4 - León	León	24001	PIZZERIA/RESTAURANTE
VARIOS	LIBERATORE MASSIMILIANO	MASSIMILIANO	000  - MASSIMILIANO - C/ PUJADES, 416 4 1 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	KRISTOQUIM S.L.	ARTESANA	000  - ARTESANA - CARRER SANTA MARIA, 26 - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	DE SENA LUCA	PIZZERIA FERMENTUM	000  - PIZZERIA FERMENTUM - CARRER D'ENRIC GRANADOS, 115 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	TARANTELLA  NAPOLETANA ,S .L.	TARANTELLA NAPOLETANA	000  - TARANTELLA NAPOLETANA - CARRER PAU CLARIS, 51 - RUBI	RUBI	08191	PIZZERIA/RESTAURANTE
VARIOS	MARLES CODES EDGAR	MARLES CODES EDGAR	000  - MARLES CODES EDGAR -  - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PARTICULARES
VARIOS	DOLCE VITA HEME DI S.L.	DOLCE VITA MATARÓ	000  - DOLCE VITA MATARÓ - C/ PASSEIG DEL CALLAO  LOCAL B3 - Mataró	Mataró	08301	PIZZERIA/RESTAURANTE
VARIOS	CHANCA NUÑEZ MARIA CAROLINA	CHANCA NUÑEZ MARIA CAROLINA	000  - CHANCA NUÑEZ MARIA CAROLINA -  - Barcelona	Barcelona	08006	PARTICULARES
VARIOS	BRUNO LOREDANA	LA PETITALIA	000  - LA PETITALIA - CARRER AIGUA, 109 - VILANOVA I LA GELTRU	Vilanova I la Gel Tru	08800	PIZZERIA/RESTAURANTE
VARIOS	ACICATENA, S.L.	SPAGHETTERIA PIZZERIA COSA NOSTRA	000  - SPAGHETTERIA PIZZERIA COSA NOSTRA - AVINGUDA JAUME I, 4 - ROSES	ROSES	17480	PIZZERIA/RESTAURANTE
VARIOS	AGROALIMENTARIA FAER, S.L.	CREP NOVA PI I SUNYER	000  - CREP NOVA PI I SUNYER - CALLE DOCTOR AUGUST PI SUNYER, 12 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	CMG COMMUNITY PLATFORMS, SL	ROMA BELLA PERE IV	000  - ROMA BELLA PERE IV - CARRER PERE IV, 208 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	GIAMPAPA GRAZIELLA	DELIZIA ITALIANA	000  - DELIZIA ITALIANA - MERCAT CENTRAL PARADA 71 - Sabadell	Sabadell	08205	PIZZERIA/RESTAURANTE
VARIOS	GALA CASANOVA VALLÈS, S..L.	GALA PIZZERIA BRASERIA	000  - GALA PIZZERIA BRASERIA - CARRETERA DEL PRAT, 22 - CORNELLA DE LLOBREGAT	CORNELLA DE LLOBREGAT	08940	PIZZERIA/RESTAURANTE
VARIOS	PICCINI ROBERTO	ELITE STUDIO	000  - ELITE STUDIO - AVDA. PAU CASALS, 11 BAIXOS 1 - SALOU	SALOU	43840	PIZZERIA/RESTAURANTE
VARIOS	PAVOLUCCI SISTERS, S.C.P.	DUAL CAFE	000  - DUAL CAFE - COMTE BORRELL, 65 BAIXOS - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	MARTINEZ PEDRAZA, LUIS OMAR	PIZZAS DE PRIMERA	000  - PIZZAS DE PRIMERA - CARRER DE ROSELLÓ.,52 - Sabadell	Sabadell	08205	PIZZERIA/RESTAURANTE
VARIOS	MINELLI MARA	MARA MINELLI	000  - MARA MINELLI - C/ De les Sitges, 5 - BARCELONA	BARCELONA	08006	PARTICULARES
VARIOS	ITALUNYA EAT, S.L.	216 GRAMMI	000  - 216 GRAMMI - CARRER DE JOAN MIRÓ, 24 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	SIMONE IANNELLI	COLOR CAFE	000  - COLOR CAFE - C/ MAYOR, 28 - Tarragona	Tarragona	43001	PIZZERIA/RESTAURANTE
VARIOS	CACERES FERANDNEZ RAQUEL	CHARCUTERIA Y PRECOCINADO GUASCH	000  - CHARCUTERIA Y PRECOCINADO GUASCH - AV. VIA DE LA PLATA 15 - BADIA DEL VALLES	BADIA DEL VALLES	08193	TIENDA
VARIOS	MARANDELLA NAOMI	OMI PASTAFRESCA	000  - OMI PASTAFRESCA - CARRER PÀDUA, 95 - Barcelona	Barcelona	08006	TIENDA
VARIOS	MARTIN MORENO JUAN ANTONIO	LA CASSOLA PLATS CUINATS	000  - LA CASSOLA PLATS CUINATS - C/ EDISON, 5 - RUBI	RUBI	08191	PIZZERIA/RESTAURANTE
VARIOS	CELLI MASSIMO	 LA PICCOLA TRATTORIA	000  - LA PICCOLA TRATTORIA - CALLE BARCELONA, 3 - CULLERA	CULLERA	46400	PIZZERIA/RESTAURANTE
VARIOS	CREPPY DELIVERY, S.L.	CREPPY  CAMP	000  - CREPPY  CAMP - CARRER CAMP, 1 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	TAMAGNINI CLAUDIO	MEZZALUNA CANTINA ITALIANA	000  - MEZZALUNA CANTINA ITALIANA - PLAÇA BARCELONA, 15 - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	PASTA DEL MERCAT, S.L.	PREGO ELABORACIÓN ARTESANAL	000  - PREGO ELABORACIÓN ARTESANAL - PLAÇA D'AUSIAS MARCH, 1 BAIXOS - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	MERAKI PIZZA, S.L.	LA PIZZERIA	000  - LA PIZZERIA - MARINA TARRACON MOLL LLEVANT LOC. 8 - Tarragona	Tarragona	43001	PIZZERIA/RESTAURANTE
VARIOS	NICOLA BIANCHI S.L.	ROSMARINO	000  - ROSMARINO - PLAÇA RIELLS, 6 - RIELLS DEL FAI	RIELLS DEL FAI	08416	PIZZERIA/RESTAURANTE
VARIOS	OLIVARES GONZALEZ SOFÍA	LLETERIA DEL MERCAT	000  - LLETERIA DEL MERCAT - MERCAT MUNCIPAL MOLLET - MOLLET DEL VALLES	MOLLET DEL VALLES	08100	PIZZERIA/RESTAURANTE
VARIOS	FROMAGERIE CAN LUC S.L.	FROMAGERIE CAN LUC, S.L.	000  - FROMAGERIE CAN LUC, S.L. - CARRER BERGA, 4 - Barcelona	Barcelona	08006	TIENDA
VARIOS	EUROGESA EXPRES SERVICE, S.L.	LA PIAZZETTA	000  - LA PIAZZETTA - CARRER CERDANYA, 7/A - MIAMI-PLATJA	MIAMI-PLATJA	43829	PIZZERIA/RESTAURANTE
VARIOS	PIZZAGIULIA, S.L.	PIZZAGIULIA, S.L.	000  - PIZZAGIULIA, S.L. - PLAÇA MARINA ALTA, 2 - JAVEA	JAVEA	03730	PIZZERIA/RESTAURANTE
VARIOS	FARINA & DINTORNI, S.L.	FRAGRANTE	000  - FRAGRANTE - CARRER COMTE D'URGELL, 90 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	GALASSI SIMONE	 PIZZERIA DA MARIO	000  - PIZZERIA DA MARIO - C/ MENDEZ NUÑEZ, 7 - Tarragona	Tarragona	43001	PIZZERIA/RESTAURANTE
VARIOS	CASTAGNOLI DARIO	DARIO CASTAGNOLI	000  - DARIO CASTAGNOLI - CARRER SANT RAFAEL, 38  CASA 26 - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PARTICULARES
VARIOS	NONNA SARA, S.L.	NONNA SARA	000  - NONNA SARA - CARRETERA DE BADALONA, 259 - SANT FOST DE CAMPSENTELLES	SANT FOST DE CAMPSENTELLES	08107	PIZZERIA/RESTAURANTE
VARIOS	OBRADOR PRODUCCIÓ ARTESANA, S.L.	ANGRUP (OBRADOR)	000  - ANGRUP (OBRADOR) - CARRER CASTELLÀ, 50 - Barcelona	Barcelona	08006	OBRADOR
VARIOS	LA PALA PARALELO, S.L.	LA PALA PIZZERIA	000  - LA PALA PIZZERIA - AV. PARAL.LEL, 126 BIS - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	GONZALEZ CREGO JOAN ANTONI	JOAN ANTONI GONZALEZ CREGO	000  - JOAN ANTONI GONZALEZ CREGO - CARRER AMISTAT, 38 - AMETLLA DEL VALLES, L	AMETLLA DEL VALLES	08480	PARTICULARES
VARIOS	MALAKA PIU ISE , S.L.	PIZZERIA FRANCESCO (VILANOVA )	000  - PIZZERIA FRANCESCO (VILANOVA ) - AV. JAUME BALMES, 33-35 - VILANOVA I LA GELTRU	Vilanova I la Gel Tru	08800	PIZZERIA/RESTAURANTE
VARIOS	TANO E PALO, S.L.	PICCOLA ITALIA (ROGER DE LLÚRIA)	000  - PICCOLA ITALIA (ROGER DE LLÚRIA) - CARRER ROGER DE LLÚRIA, 114 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	IGLESIAS MORAN SERGIO	SERGIO IGLESIAS	000  - SERGIO IGLESIAS - PASSEIG DELS TIL.LERS, 52 2.2 - CORRO D AVALL	CORRO D AVALL	08520	PARTICULARES
VARIOS	3 BRANQUES VALLÈS, S.L.	RESTAURANT SOCARRAT	000  - RESTAURANT SOCARRAT - CAMI ANTIC CALDERI, S/N - MOLLET DEL VALLES	MOLLET DEL VALLES	08100	PIZZERIA/RESTAURANTE
VARIOS	EROICA CAFE BARCELONA, S.L.	EROICA CAFE	000  - EROICA CAFE - CONSELL DE CENT, 350 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	ARAUJO COSTA DANILO	SUSHI NOMADA	000  - SUSHI NOMADA - CARRER MAJOR 186 - SANT CELONI	SANT CELONI	08470	PIZZERIA/RESTAURANTE
VARIOS	LA PANACEA DE SANT CUGAT, S.L.	L'ALTRABANDA	000  - L'ALTRABANDA - PLAÇA AUSIAS MARCH, S/N - Sant Cugat del Vallés	SANT CUGAT DEL VALLES	08173	PIZZERIA/RESTAURANTE
VARIOS	STEFANINI MASSIMO	PIZZERIA OTTO E MEZZO	000  - PIZZERIA OTTO E MEZZO - PLAÇA VERDAGUER, 6 BAIXOS - Tarragona	Tarragona	43001	PIZZERIA/RESTAURANTE
VARIOS	LA PIEMONTESA FOOD SERVICE, S.L.	LA PIEMONTESA FOOD SERVICE	000  - LA PIEMONTESA FOOD SERVICE - POL INDUSTRIAL EL CAMÍ DELS FRARES - Lleida	Lleida	25001	PIZZERIA/RESTAURANTE
VARIOS	AL NATURAL S.C.	PIZZERIA AL NATURAL	000  - PIZZERIA AL NATURAL - CALLE DIANA, 47 - DENIA	DENIA	03700	PIZZERIA/RESTAURANTE
VARIOS	BRASO PA, S.L.U	PA TONET	000  - PA TONET - CARRER JOSEP ANSELM CLAVÉ, 6 - ARENYS DE MAR	ARENYS DE MAR	08350	PIZZERIA/RESTAURANTE
VARIOS	ITALIAN FOOD & BEVERAGE MEBISCO, SL	MEBISCO	000  - MEBISCO - CARRER TAPÍS, 92 2 - FIGUERES	FIGUERES	17600	DISTRIBUIDOR
VARIOS	BERTRAN BARTOMEU CARLES	BERTRAN	000  - BERTRAN - CARRER CANONGE BARANERA, 46 - Badalona	Badalona	08390	PIZZERIA/RESTAURANTE
VARIOS	OSTAJA MADRAZO, S.L.	OSTAIA	000  - OSTAIA - CARRER ARIBAU, 58 LOC 2 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	MARTIN MALONGA ARACELI	BAR BAGARIA	000  - BAR BAGARIA - CARRER NOU DE LA RAMBLA, 152 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	NUEVE REINAS COMPRAS, S.L.	9 REINAS	000  - 9 REINAS - CARRER ALBERT EINSTEIN, 54-64 - CORNELLA DE LLOBREGAT	CORNELLA DE LLOBREGAT	08940	PIZZERIA/RESTAURANTE
VARIOS	BEDIN MATTIA	MATTIA BEDIN	000  - MATTIA BEDIN - CARRER VERGE DE LA PALOMA, 50 3.2 - Mataró	Mataró	08301	PARTICULARES
VARIOS	MAEDOR TRES, S.L.	DISFRUTAR RESTAURANT	000  - DISFRUTAR RESTAURANT - CARRER VILLARROEL, 163 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	TESTO TGN S.L.	TESTO TGN S.L.	000  - TESTO TGN S.L. - CARRER DE SOLER, 8 - Tarragona	Tarragona	43001	PIZZERIA/RESTAURANTE
VARIOS	AGUIRRE APONTE ISABEL MAYRA	PIZZERIA MODENA	000  - PIZZERIA MODENA - CALLE PAVIA, 48 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	FEBIOPAN, S.L.	PIZZERI INTRIGO	000  - PIZZERI INTRIGO - PASSEIG DE VALL D'HEBRON, 60 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	FURLAN MIKI	PIZZERIA LA BIGA	000  - PIZZERIA LA BIGA - CARRER DEL CLOT, 137 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	TALI MACHI, S.L.	THE FISH AND CHIPS SHOP	000  - THE FISH AND CHIPS SHOP - CARRER BALMES, 240 - Barcelona	Barcelona	08006	TIENDA
VARIOS	FISH ADVENTURES, S.L.	FISH AND CHIPS SHOP ARIBAU	000  - FISH AND CHIPS SHOP ARIBAU - CARRER ARIBAU, 18 - Barcelona	Barcelona	08006	TIENDA
VARIOS	PIZZA REUS, S.L.	BATTICUORE	000  - BATTICUORE - CALLE ALEUS, 1 - Reus	Reus	43202	PIZZERIA/RESTAURANTE
VARIOS	MONTERDE MULE MONTSERRAT	LA SANDVINDXERIA	000  - LA SANDVINDXERIA - CARRER DOCTOR PUIG, 4 - Sabadell	Sabadell	08205	PIZZERIA/RESTAURANTE
VARIOS	SHERIF ALITI	BELLA MIA 2	000  - BELLA MIA 2 - PLAÇA GENERAL PRIM, 2 - Tarragona	Tarragona	43001	PIZZERIA/RESTAURANTE
VARIOS	RESTAURANTE DECORNER, S.L.	NOVA CREP URGELL	000  - NOVA CREP URGELL - CARRER COMTE URGELL, 280 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	LOCANDA DE VULTURE S.L.	LA LOCANDA	000  - LA LOCANDA - CARRER FLUVIÀ, 98 PLANTA LOCAL PTA2 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	FISH SQUERE S.L.	TERRAZZA RAVELLO	000  - TERRAZZA RAVELLO - PLAÇA  DE PAU VILA, 1 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	SAVIANO ALESSIO MARIA	RESTAURANTE LA BALANZA	000  - RESTAURANTE LA BALANZA - CARRER FOLGUEROLES, 3 - Barcelona	Barcelona	08006	PIZZERIA/RESTAURANTE
VARIOS	COLMADEU, S.L.	EL COLMADO	000  - EL COLMADO - CARRER MESTRE RIUS, 10 - Sabadell	Sabadell	08205	PIZZERIA/RESTAURANTE
VARIOS	CABALLERO RODRIGUEZ ELENA	HORTET DE L'ELENA	000  - HORTET DE L'ELENA - AV. JOSEP CROUS, 3 - CANOVA I SAMALUS	CANOVA I SALAMÚS	08445	TIENDA
